"Sample name","Compound_on_Chip_","ID","group","value"
"JR-st","Pazopanib","RET_1022_1034","NR",-0.359998584
"HSC-39","Pazopanib","ANXA1_14_26","R",-0.472352862
"HSC-43","Pazopanib","PRGR_786_798","R",-0.162178397
"MKN74","Pazopanib","EPHA2_765_777","NR",-0.407416582
"NUGC-4","Pazopanib","VGFR1_1206_1218","NR",-0.163420796
"KATO III","Pazopanib","LAT_194_206","R",-1.687391996
"OKAJIMA","Pazopanib","PGFRB_709_721","NR",-0.150912449
"HSC-44PE","Pazopanib","FGFR1_761_773","NR",0.062508225
"MKN45","Pazopanib","RON_1353_1365","NR",-0.228195831
"MKN7","Pazopanib","DCX_109_121","NR",-0.269030094
"MKN28","Pazopanib","P85A_600_612","NR",-0.367998213
"MKN28","Pazopanib","FRK_380_392","NR",-0.143510178
"KATO III","Pazopanib","MK01_180_192","R",-0.156212211
"OCUM-1","Pazopanib","RB_804_816","NR",-0.250190258
"HSC-45","Pazopanib","ERBB2_1241_1253","NR",-0.343116522
"44As3","Pazopanib","VGFR2_1168_1180","NR",-0.279478788
"KATO III","Pazopanib","PGFRB_572_584","R",-1.137269735
"MKN28","Pazopanib","CD3Z_116_128","NR",-0.342956454
"SNU-16","Pazopanib","EPHB1_921_933","R",-0.062975824
"HSC-44PE","Pazopanib","ENOG_37_49","NR",-0.424468994
"NUGC-3","Pazopanib","MK14_173_185","NR",-0.107399583
"58As1","Pazopanib","PGFRB_1014_1028","NR",-0.335422516
"NCI-N87","Pazopanib","SRC8_CHICK_476_488","NR",-0.450536728
"44As3","Pazopanib","MK10_216_228","NR",-0.122518182
"HSC-45","Pazopanib","ANXA1_14_26","NR",-0.417877197
"HSC-58","Pazopanib","PAXI_24_36","NR",-0.35857296
"MKN28","Pazopanib","INSR_992_1004","NR",-0.114197575
"MKN1","Pazopanib","PDPK1_2_14","NR",-0.116371311
"MKN45","Pazopanib","VGFR1_1206_1218","NR",0.045845669
"HSC-44PE","Pazopanib","INSR_992_1004","NR",-0.389974475
"JR-st","Pazopanib","MK10_216_228","NR",-0.1109519
"HSC-45","Pazopanib","PAXI_24_36","NR",-0.700771332
"MKN28","Pazopanib","JAK2_563_577","NR",-0.171683475
"MKN28","Pazopanib","TEC_512_524","NR",-0.095113672
"JR-st","Pazopanib","PGFRB_768_780","NR",0.056523144
"IM95","Pazopanib","CDK7_157_169","NR",-0.201525748
"IM95","Pazopanib","MK07_211_223","NR",-0.130116343
"MKN74","Pazopanib","PLCG1_764_776","NR",-0.574712753
"OCUM-1","Pazopanib","C1R_199_211","NR",-0.301769674
"HSC-44PE","Pazopanib","MET_1227_1239","NR",-0.458479524
"SNU-16","Pazopanib","CDK7_157_169","R",-0.060151458
"HSC-59","Pazopanib","K2C6B_53_65","NR",-0.209872007
"HSC-39","Pazopanib","FAK2_572_584","R",-0.209248304
"MKN74","Pazopanib","MBP_263_275","NR",0.004415333
"MKN1","Pazopanib","MBP_259_271","NR",0.3653557
"OCUM-1","Pazopanib","VGFR1_1326_1338","NR",-0.563695669
"NUGC-4","Pazopanib","FGFR2_762_774","NR",-0.162678123
"HSC-43","Pazopanib","JAK1_1015_1027","R",-0.628066301
"HSC-60","Pazopanib","RON_1353_1365","NR",-0.16291523
"58As1","Pazopanib","RB_804_816","NR",-0.264620066
"44As3","Pazopanib","PGFRB_709_721","NR",-0.655606389
"58As1","Pazopanib","ACHD_383_395","NR",-0.056960106
"HSC-39","Pazopanib","FGFR3_753_765","R",-0.290284157
"MKN45","Pazopanib","CD3Z_116_128","NR",-0.188173607
"MKN45","Pazopanib","PECA1_706_718","NR",-0.142099544
"HSC-59","Pazopanib","PDPK1_2_14","NR",-0.285591125
"OKAJIMA","Pazopanib","EFS_246_258","NR",-0.207252026
"SNU-16","Pazopanib","RON_1353_1365","R",0.052489519
"44As3","Pazopanib","PGFRB_771_783","NR",-0.409739494
"HSC-59","Pazopanib","KSYK_518_530","NR",-0.262487411
"NUGC-4","Pazopanib","EGFR_1103_1115","NR",-0.230138421
"44As3","Pazopanib","CBL_693_705","NR",-0.45468688
"SNU-16","Pazopanib","PAXI_111_123","R",-0.455574751
"HSC-45","Pazopanib","PGFRB_572_584","NR",-0.516392708
"MKN74","Pazopanib","PRRX2_202_214","NR",-0.319387436
"JR-st","Pazopanib","DCX_109_121","NR",-0.168330312
"NCI-N87","Pazopanib","PGFRB_1002_1014","NR",-0.575815201
"NUGC-3","Pazopanib","K2C6B_53_65","NR",0.112539887
"HSC-40A","Pazopanib","JAK2_563_577","R",-0.290908337
"NUGC-3","Pazopanib","VGFR1_1040_1052","NR",-0.139205098
"MKN1","Pazopanib","VINC_815_827","NR",0.319541425
"IM95","Pazopanib","K2C8_425_437","NR",-0.220134497
"KATO III","Pazopanib","CDK2_8_20","R",-0.449297786
"MKN7","Pazopanib","PRRX2_202_214","NR",-0.156845689
"NUGC-3","Pazopanib","B3AT_39_51","NR",0.097859621
"KATO III","Pazopanib","JAK2_563_577","R",-0.252129197
"HSC-43","Pazopanib","PGFRB_768_780","R",-0.455256343
"MKN45","Pazopanib","K2C6B_53_65","NR",0.025912443
"HSC-59","Pazopanib","B3AT_39_51","NR",0.012127757
"SNU-16","Pazopanib","PGFRB_1014_1028","R",-0.384184003
"MKN28","Pazopanib","RASA1_453_465","NR",-0.122110046
"NUGC-4","Pazopanib","EPHA4_589_601","NR",-0.143865585
"NUGC-4","Pazopanib","RET_1022_1034","NR",-0.333231211
"MKN1","Pazopanib","CALM_95_107","NR",-0.004195372
"NCI-N87","Pazopanib","MK01_180_192","NR",0.155141786
"NUGC-3","Pazopanib","KSYK_518_530","NR",-0.134611547
"NCI-N87","Pazopanib","PDPK1_369_381","NR",-0.336684138
"44As3","Pazopanib","ERBB2_1241_1253","NR",-0.354951739
"IM95","Pazopanib","CRK_214_226","NR",-0.181388378
"HSC-58","Pazopanib","EPHA4_589_601","NR",-0.006418943
"KATO III","Pazopanib","RET_1022_1034","R",-0.36485219
"MKN45","Pazopanib","CDK2_8_20","NR",-0.246107742
"58As1","Pazopanib","PGFRB_1002_1014","NR",-0.171974421
"44As3","Pazopanib","EPHB1_771_783","NR",-0.677699089
"HSC-40A","Pazopanib","SRC8_CHICK_470_482","R",-0.2535519
"MKN45","Pazopanib","PAXI_24_36","NR",-0.235871151
"HSC-59","Pazopanib","PAXI_24_36","NR",-0.307966352
"58As1","Pazopanib","CBL_693_705","NR",-0.018157721
"NCI-N87","Pazopanib","MBP_259_271","NR",0.103421964
"HSC-44PE","Pazopanib","VGFR1_1040_1052","NR",-0.074586749
"44As3","Pazopanib","ENOG_37_49","NR",-0.859779358
"MKN1","Pazopanib","EPOR_419_431","NR",-0.223897934
"MKN74","Pazopanib","CDK2_8_20","NR",-0.429099798
"NCI-N87","Pazopanib","VGFR1_1326_1338","NR",-0.451192141
"HSC-44PE","Pazopanib","DDR1_506_518","NR",0.089488149
"HSC-58","Pazopanib","VGFR2_1046_1058","NR",-0.017533302
"OKAJIMA","Pazopanib","VGFR3_1061_1073","NR",0.043159723
"NUGC-3","Pazopanib","RASA1_453_465","NR",-0.421321988
"MKN74","Pazopanib","PGFRB_572_584","NR",-0.615614772
"44As3","Pazopanib","LAT_249_261","NR",-0.475221634
"KATO III","Pazopanib","NCF1_313_325","R",-0.461838007
"NUGC-4","Pazopanib","ZAP70_485_497","NR",-0.552904367
"HSC-45","Pazopanib","ERBB2_870_882","NR",-0.642524958
"OCUM-1","Pazopanib","MBP_263_275","NR",-0.189951658
"OKAJIMA","Pazopanib","CALM_95_107","NR",0.018321514
"JR-st","Pazopanib","CDK2_8_20","NR",-0.544573307
"HSC-39","Pazopanib","PP2AB_297_309","R",-0.060531139
"MKN74","Pazopanib","RASA1_453_465","NR",-0.46372366
"HSC-58","Pazopanib","NTRK2_696_708","NR",-0.118524313
"SNU-16","Pazopanib","PP2AB_297_309","R",-0.237294436
"HSC-58","Pazopanib","ERBB4_1181_1193","NR",0.082755089
"HSC-43","Pazopanib","VGFR2_944_956","R",-0.39953959
"MKN74","Pazopanib","ANXA1_14_26","NR",-0.383989453
"HSC-43","Pazopanib","MET_1227_1239","R",-0.720157862
"JR-st","Pazopanib","VINC_815_827","NR",-0.12920928
"JR-st","Pazopanib","CD3Z_146_158","NR",-0.051365137
"HSC-45","Pazopanib","PDPK1_2_14","NR",-0.568649292
"58As1","Pazopanib","PECA1_706_718","NR",-0.382199049
"HSC-60","Pazopanib","PGFRB_1014_1028","NR",-0.584957719
"NCI-N87","Pazopanib","VGFR1_1206_1218","NR",-0.093994059
"HSC-40A","Pazopanib","ERBB2_870_882","R",-0.378747344
"MKN45","Pazopanib","VGFR1_1040_1052","NR",0.073381662
"MKN7","Pazopanib","MK01_180_192","NR",-0.086110711
"HSC-60","Pazopanib","TEC_512_524","NR",-0.45334518
"HSC-43","Pazopanib","CDK7_157_169","R",-0.183050632
"44As3","Pazopanib","JAK2_563_577","NR",-0.45570159
"MKN28","Pazopanib","EPHB1_921_933","NR",0.193613693
"HSC-45","Pazopanib","FAK2_572_584","NR",-0.231950283
"58As1","Pazopanib","41_654_666","NR",-0.171438456
"SNU-16","Pazopanib","EPHA4_589_601","R",-0.230597973
"MKN1","Pazopanib","EPHA2_765_777","NR",-0.156219646
"MKN74","Pazopanib","PGFRB_1002_1014","NR",-0.354649782
"MKN1","Pazopanib","PDPK1_369_381","NR",-0.17365773
"HSC-43","Pazopanib","FGFR3_753_765","R",-0.67301631
"HSC-60","Pazopanib","CDK7_157_169","NR",-0.001429081
"MKN7","Pazopanib","MBP_263_275","NR",0.100744247
"NUGC-3","Pazopanib","DDR1_506_518","NR",0.002115726
"NUGC-3","Pazopanib","EFS_246_258","NR",-0.72531414
"IM95","Pazopanib","EGFR_1103_1115","NR",-0.472853541
"OKAJIMA","Pazopanib","TYRO3_679_691","NR",-0.046734095
"OCUM-1","Pazopanib","FGFR1_761_773","NR",-0.130678535
"NUGC-3","Pazopanib","RON_1346_1358","NR",-0.309009552
"MKN28","Pazopanib","B3AT_39_51","NR",-0.027939558
"OKAJIMA","Pazopanib","VGFR1_1326_1338","NR",-0.159018114
"NUGC-3","Pazopanib","EPHB1_771_783","NR",-0.58447051
"MKN74","Pazopanib","KSYK_518_530","NR",0.026783764
"HSC-59","Pazopanib","TNNT1_2_14","NR",-0.360313296
"MKN28","Pazopanib","SRC8_CHICK_492_504","NR",-0.438839108
"NUGC-3","Pazopanib","VGFR3_1061_1073","NR",-0.254678011
"HSC-44PE","Pazopanib","VGFR1_1206_1218","NR",-0.187177598
"HSC-43","Pazopanib","DYR1A_312_324","R",-0.517767668
"58As1","Pazopanib","TEC_512_524","NR",-0.278381586
"MKN28","Pazopanib","EFS_246_258","NR",-0.570250034
"HSC-39","Pazopanib","RAF1_332_344","R",-0.374617338
"OKAJIMA","Pazopanib","FER_707_719","NR",0.006335497
"HSC-60","Pazopanib","EPHB1_771_783","NR",-0.626505494
"HSC-43","Pazopanib","CTNB1_79_91","R",-0.326313615
"IM95","Pazopanib","AMPE_5_17","NR",-0.05243516
"NCI-N87","Pazopanib","RASA1_453_465","NR",-0.516663969
"IM95","Pazopanib","PDPK1_369_381","NR",-0.348258972
"HSC-40A","Pazopanib","VGFR2_1168_1180","R",-0.276972175
"HSC-40A","Pazopanib","EPHB4_583_595","R",-0.096870422
"MKN7","Pazopanib","ZBT16_621_633","NR",-0.108404279
"MKN7","Pazopanib","VGFR1_1162_1174","NR",0.015382767
"KATO III","Pazopanib","FES_706_718","R",-0.50301373
"HSC-44PE","Pazopanib","FRK_380_392","NR",-0.589851379
"MKN1","Pazopanib","ANXA1_14_26","NR",-0.050090868
"NCI-N87","Pazopanib","PAXI_24_36","NR",-0.403776497
"HSC-39","Pazopanib","LCK_387_399","R",-0.624481678
"HSC-43","Pazopanib","TNNT1_2_14","R",-0.358415127
"KATO III","Pazopanib","ART_004_EAIYAAPFAKKKXC","R",-0.489534378
"NUGC-4","Pazopanib","PRRX2_202_214","NR",-0.319537878
"IM95","Pazopanib","MK10_216_228","NR",-0.278385997
"HSC-40A","Pazopanib","ENOG_37_49","R",-0.75145936
"NUGC-4","Pazopanib","MBP_259_271","NR",-0.030194521
"HSC-45","Pazopanib","PP2AB_297_309","NR",-0.042543888
"OCUM-1","Pazopanib","RON_1353_1365","NR",-0.268785238
"MKN7","Pazopanib","NPT2A_501_513","NR",-0.140945315
"HSC-45","Pazopanib","NTRK1_489_501","NR",-0.038073778
"HSC-43","Pazopanib","CDK2_8_20","R",-0.50592041
"MKN74","Pazopanib","VGFR2_944_956","NR",0.05217886
"KATO III","Pazopanib","PAXI_24_36","R",-0.640837669
"HSC-43","Pazopanib","ACHD_383_395","R",-0.677898049
"JR-st","Pazopanib","DYR1A_312_324","NR",-0.134916425
"MKN28","Pazopanib","VGFR1_1049_1061","NR",0.105020605
"NUGC-4","Pazopanib","PGFRB_709_721","NR",-0.540280461
"HSC-43","Pazopanib","TEC_512_524","R",-0.466513395
"HSC-39","Pazopanib","CDK2_8_20","R",-0.497804761
"HSC-40A","Pazopanib","SRC8_CHICK_492_504","R",-0.570907354
"NUGC-4","Pazopanib","PP2AB_297_309","NR",-0.236324608
"NUGC-4","Pazopanib","EGFR_1190_1202","NR",-0.119240522
"HSC-45","Pazopanib","RET_1022_1034","NR",-0.55850935
"JR-st","Pazopanib","C1R_199_211","NR",-0.446852326
"HSC-39","Pazopanib","PGFRB_1014_1028","R",-0.485924244
"NCI-N87","Pazopanib","ERBB2_1241_1253","NR",-0.325386912
"HSC-59","Pazopanib","EPOR_419_431","NR",-0.306050062
"IM95","Pazopanib","EPHB1_921_933","NR",-0.203698933
"MKN28","Pazopanib","LAT_249_261","NR",-0.2090718
"HSC-60","Pazopanib","PAXI_111_123","NR",-0.754515886
"HSC-39","Pazopanib","EPHB1_771_783","R",-0.528969765
"HSC-39","Pazopanib","PGFRB_709_721","R",-0.450379252
"58As1","Pazopanib","CRK_214_226","NR",0.057834744
"KATO III","Pazopanib","VGFR1_1049_1061","R",-0.362604499
"IM95","Pazopanib","FGFR1_761_773","NR",-0.291893005
"44As3","Pazopanib","EPHB4_583_595","NR",-0.15836215
"HSC-58","Pazopanib","P85A_600_612","NR",-0.370309353
"44As3","Pazopanib","FAK1_569_581","NR",-0.300629854
"HSC-43","Pazopanib","SRC8_CHICK_492_504","R",-0.506403923
"OKAJIMA","Pazopanib","PGFRB_572_584","NR",-0.020309528
"HSC-45","Pazopanib","NTRK2_696_708","NR",-0.401618242
"MKN28","Pazopanib","PP2AB_297_309","NR",-0.005919298
"HSC-58","Pazopanib","FGFR2_762_774","NR",-0.337040663
"MKN74","Pazopanib","CALM_95_107","NR",-0.011882007
"HSC-39","Pazopanib","41_654_666","R",-0.543250561
"HSC-45","Pazopanib","SRC8_CHICK_492_504","NR",-0.72312355
"NUGC-3","Pazopanib","PP2AB_297_309","NR",0.215116858
"58As1","Pazopanib","VGFR1_1206_1218","NR",0.034744024
"MKN7","Pazopanib","PGFRB_1014_1028","NR",-0.436937213
"OKAJIMA","Pazopanib","RON_1353_1365","NR",-0.123344421
"SNU-16","Pazopanib","FAK1_569_581","R",-0.172321916
"OKAJIMA","Pazopanib","B3AT_39_51","NR",-0.020152887
"MKN74","Pazopanib","VGFR3_1061_1073","NR",-0.045122087
"MKN74","Pazopanib","MK10_216_228","NR",-0.084950328
"HSC-40A","Pazopanib","B3AT_39_51","R",-0.18313098
"MKN74","Pazopanib","SRC8_CHICK_470_482","NR",-0.331219018
"MKN45","Pazopanib","RAF1_332_344","NR",0.084064163
"MKN74","Pazopanib","MK07_211_223","NR",-0.142394662
"MKN28","Pazopanib","PGFRB_1014_1028","NR",-0.049293678
"OKAJIMA","Pazopanib","EGFR_1190_1202","NR",-0.054003317
"HSC-43","Pazopanib","TYRO3_679_691","R",-0.413879871
"NUGC-3","Pazopanib","LCK_387_399","NR",-0.336938024
"MKN7","Pazopanib","PRGR_786_798","NR",-0.094649434
"OCUM-1","Pazopanib","EGFR_1165_1177","NR",0.114857912
"OCUM-1","Pazopanib","MK12_178_190","NR",-0.022574186
"HSC-40A","Pazopanib","ERBB2_1241_1253","R",-0.338043332
"JR-st","Pazopanib","RON_1353_1365","NR",-0.120816171
"NCI-N87","Pazopanib","MET_1227_1239","NR",-0.532993138
"NCI-N87","Pazopanib","LCK_387_399","NR",-0.378066927
"SNU-16","Pazopanib","VGFR2_989_1001","R",-0.36036396
"MKN45","Pazopanib","MET_1227_1239","NR",-0.116763592
"HSC-60","Pazopanib","EPHB1_921_933","NR",-0.145235896
"HSC-59","Pazopanib","PLCG1_764_776","NR",-0.376513004
"JR-st","Pazopanib","VGFR2_1052_1064","NR",0.115103304
"44As3","Pazopanib","RAF1_332_344","NR",-0.337598681
"KATO III","Pazopanib","ERBB4_1277_1289","R",-0.621537924
"JR-st","Pazopanib","PLCG1_764_776","NR",-0.582243681
"58As1","Pazopanib","MET_1227_1239","NR",-0.292146206
"IM95","Pazopanib","CBL_693_705","NR",-0.228845596
"HSC-45","Pazopanib","CD79A_181_193","NR",-0.843019485
"HSC-43","Pazopanib","EPHA2_765_777","R",-0.445845366
"HSC-45","Pazopanib","JAK2_563_577","NR",-0.48831749
"MKN28","Pazopanib","C1R_199_211","NR",-0.336077303
"MKN28","Pazopanib","VGFR3_1061_1073","NR",-0.093595423
"58As1","Pazopanib","JAK2_563_577","NR",-0.408501863
"44As3","Pazopanib","TNNT1_2_14","NR",-0.473765731
"HSC-45","Pazopanib","LAT_194_206","NR",-0.313548088
"MKN7","Pazopanib","K2C8_425_437","NR",-0.223804235
"OKAJIMA","Pazopanib","CD3Z_146_158","NR",-0.114357986
"NUGC-4","Pazopanib","CDK2_8_20","NR",-0.460124254
"NUGC-4","Pazopanib","MK01_180_192","NR",-0.029023051
"OCUM-1","Pazopanib","TYRO3_679_691","NR",-0.267824292
"SNU-16","Pazopanib","PGFRB_709_721","R",-0.743007183
"HSC-59","Pazopanib","RASA1_453_465","NR",-0.206374407
"HSC-43","Pazopanib","ANXA1_14_26","R",-0.478024006
"MKN74","Pazopanib","FES_706_718","NR",-0.456703424
"OCUM-1","Pazopanib","DCX_109_121","NR",-0.020826459
"JR-st","Pazopanib","FAK1_569_581","NR",-0.192645431
"HSC-40A","Pazopanib","EPHA4_589_601","R",-0.188990235
"MKN45","Pazopanib","FER_707_719","NR",-0.176716492
"MKN74","Pazopanib","ENOG_37_49","NR",-0.850274801
"HSC-43","Pazopanib","ZBT16_621_633","R",-0.223923683
"NUGC-3","Pazopanib","ENOG_37_49","NR",-0.760688305
"IM95","Pazopanib","VGFR2_1046_1058","NR",-0.007349253
"NUGC-4","Pazopanib","ACHD_383_395","NR",0.057282805
"IM95","Pazopanib","ZBT16_621_633","NR",-0.177489579
"SNU-16","Pazopanib","FER_707_719","R",-0.426382542
"MKN7","Pazopanib","EPHB4_583_595","NR",0.080154896
"NUGC-3","Pazopanib","ERBB4_1277_1289","NR",-0.310000658
"NUGC-4","Pazopanib","VGFR1_1326_1338","NR",-0.360543609
"NUGC-4","Pazopanib","VGFR1_1162_1174","NR",0.077182353
"HSC-58","Pazopanib","NPT2A_501_513","NR",0.086512804
"HSC-45","Pazopanib","PTN11_539_551","NR",0.008127928
"HSC-58","Pazopanib","RASA1_453_465","NR",-0.239042044
"HSC-60","Pazopanib","VGFR1_1206_1218","NR",0.365014315
"HSC-58","Pazopanib","JAK1_1015_1027","NR",-0.149639606
"OKAJIMA","Pazopanib","CRK_214_226","NR",-0.103561975
"MKN45","Pazopanib","MBP_263_275","NR",-0.028911829
"44As3","Pazopanib","MBP_198_210","NR",-0.250216722
"HSC-45","Pazopanib","B3AT_39_51","NR",-0.007466316
"HSC-44PE","Pazopanib","FES_706_718","NR",-0.438118935
"HSC-45","Pazopanib","NCF1_313_325","NR",-0.061294317
"MKN7","Pazopanib","VGFR1_1206_1218","NR",-0.208487749
"HSC-44PE","Pazopanib","CTNB1_79_91","NR",-0.328905821
"HSC-59","Pazopanib","INSR_992_1004","NR",-0.21482408
"JR-st","Pazopanib","SRC8_CHICK_470_482","NR",-0.118837833
"MKN1","Pazopanib","VGFR1_1040_1052","NR",-0.200963974
"NUGC-4","Pazopanib","SRC8_CHICK_492_504","NR",-0.568909407
"HSC-39","Pazopanib","ENOG_37_49","R",-0.557363749
"SNU-16","Pazopanib","VGFR1_1326_1338","R",-0.307219386
"MKN28","Pazopanib","VGFR2_944_956","NR",0.241633341
"HSC-44PE","Pazopanib","PRGR_786_798","NR",0.012671113
"NUGC-3","Pazopanib","FES_706_718","NR",-0.648689747
"NUGC-3","Pazopanib","LAT_249_261","NR",-0.521705627
"58As1","Pazopanib","EPHB4_583_595","NR",-0.04653883
"IM95","Pazopanib","EGFR_1190_1202","NR",-0.216736317
"OKAJIMA","Pazopanib","ANXA1_14_26","NR",0.078691162
"JR-st","Pazopanib","PTN11_539_551","NR",0.046916485
"IM95","Pazopanib","PAXI_24_36","NR",-0.523224592
"HSC-45","Pazopanib","ZAP70_485_497","NR",-0.48748064
"HSC-40A","Pazopanib","ZAP70_485_497","R",-0.70776403
"SNU-16","Pazopanib","ANXA1_14_26","R",-0.453953624
"MKN1","Pazopanib","VGFR2_989_1001","NR",-0.252366692
"MKN28","Pazopanib","VGFR1_1326_1338","NR",-0.282093525
"HSC-39","Pazopanib","PAXI_111_123","R",-0.524273396
"HSC-39","Pazopanib","EPHA1_774_786","R",-0.445135117
"MKN7","Pazopanib","PDPK1_369_381","NR",-0.34515667
"OKAJIMA","Pazopanib","FES_706_718","NR",-0.197153091
"OKAJIMA","Pazopanib","KSYK_518_530","NR",0.008493821
"HSC-44PE","Pazopanib","NPT2A_501_513","NR",-0.055673838
"NUGC-4","Pazopanib","NTRK1_489_501","NR",-0.132965446
"NUGC-4","Pazopanib","MBP_198_210","NR",-0.331815839
"44As3","Pazopanib","EPHB1_921_933","NR",0.061438441
"OKAJIMA","Pazopanib","VGFR1_1040_1052","NR",0.118597746
"MKN45","Pazopanib","RB_804_816","NR",-0.139275238
"HSC-44PE","Pazopanib","TNNT1_2_14","NR",-0.555072129
"IM95","Pazopanib","MBP_263_275","NR",-0.313120425
"NCI-N87","Pazopanib","PECA1_706_718","NR",-0.473048925
"MKN1","Pazopanib","EGFR_1165_1177","NR",0.021314779
"JR-st","Pazopanib","ACHD_383_395","NR",-0.123295307
"NUGC-4","Pazopanib","DDR1_506_518","NR",-0.294662654
"HSC-44PE","Pazopanib","PGFRB_771_783","NR",-0.255799294
"KATO III","Pazopanib","B3AT_39_51","R",-0.741207659
"58As1","Pazopanib","FES_706_718","NR",-0.317983866
"MKN7","Pazopanib","ZAP70_485_497","NR",-0.509814739
"SNU-16","Pazopanib","ZAP70_485_497","R",-0.46392417
"MKN45","Pazopanib","B3AT_39_51","NR",0.124551535
"MKN45","Pazopanib","LCK_387_399","NR",-0.066226006
"HSC-40A","Pazopanib","EPHB1_771_783","R",-0.634974122
"IM95","Pazopanib","RON_1346_1358","NR",-0.256170392
"MKN1","Pazopanib","JAK1_1015_1027","NR",0.176392317
"KATO III","Pazopanib","VGFR2_989_1001","R",-0.895537972
"IM95","Pazopanib","MK12_178_190","NR",-0.088570714
"JR-st","Pazopanib","P85A_600_612","NR",-0.232370138
"58As1","Pazopanib","ZBT16_621_633","NR",-0.197292089
"MKN74","Pazopanib","MK12_178_190","NR",-0.026043296
"IM95","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.729507565
"OCUM-1","Pazopanib","FER_707_719","NR",-0.411304355
"KATO III","Pazopanib","ACHD_383_395","R",-1.010436416
"58As1","Pazopanib","DYR1A_312_324","NR",-0.183652163
"JR-st","Pazopanib","RAF1_332_344","NR",-0.297769189
"HSC-45","Pazopanib","CDK7_157_169","NR",-0.032386541
"MKN1","Pazopanib","CD3Z_146_158","NR",0.052405357
"OKAJIMA","Pazopanib","EPOR_361_373","NR",0.161588833
"NUGC-4","Pazopanib","ART_004_EAIYAAPFAKKKXC","NR",-0.434115648
"MKN74","Pazopanib","TNNT1_2_14","NR",-0.282776475
"MKN45","Pazopanib","VGFR1_1049_1061","NR",0.074735798
"HSC-58","Pazopanib","SRC8_CHICK_492_504","NR",-0.416420937
"NUGC-3","Pazopanib","FGFR3_753_765","NR",0.268399239
"HSC-43","Pazopanib","PDPK1_369_381","R",-0.369769096
"OCUM-1","Pazopanib","VGFR1_1049_1061","NR",0.06758368
"HSC-58","Pazopanib","CD3Z_116_128","NR",0.120237112
"58As1","Pazopanib","PRRX2_202_214","NR",-0.186076641
"HSC-58","Pazopanib","PGFRB_1002_1014","NR",-0.267346621
"HSC-44PE","Pazopanib","VGFR1_1162_1174","NR",-0.19317013
"JR-st","Pazopanib","EPOR_419_431","NR",-0.332194805
"HSC-60","Pazopanib","SRC8_CHICK_470_482","NR",-0.024255395
"NUGC-4","Pazopanib","EPOR_419_431","NR",-0.405119419
"SNU-16","Pazopanib","DYR1A_212_224","R",-0.394365013
"KATO III","Pazopanib","ZBT16_621_633","R",-0.342447817
"MKN7","Pazopanib","RON_1346_1358","NR",-0.580623746
"HSC-44PE","Pazopanib","CD79A_181_193","NR",-0.568354845
"NCI-N87","Pazopanib","ANXA1_14_26","NR",-0.287943125
"KATO III","Pazopanib","RB_804_816","R",-0.38882184
"HSC-59","Pazopanib","PGFRB_1014_1028","NR",-0.157592773
"HSC-40A","Pazopanib","JAK1_1015_1027","R",-0.722802997
"58As1","Pazopanib","FAK1_569_581","NR",-0.178795338
"HSC-43","Pazopanib","VGFR2_1046_1058","R",-0.283552289
"MKN7","Pazopanib","MK10_216_228","NR",-0.08530879
"HSC-45","Pazopanib","VGFR1_1162_1174","NR",-0.038358092
"HSC-60","Pazopanib","INSR_992_1004","NR",-0.365961194
"NCI-N87","Pazopanib","VGFR2_1052_1064","NR",-0.285042971
"HSC-59","Pazopanib","VGFR1_1326_1338","NR",-0.039498091
"SNU-16","Pazopanib","VGFR2_1052_1064","R",-0.251129746
"HSC-58","Pazopanib","CRK_214_226","NR",0.106385469
"44As3","Pazopanib","MK07_211_223","NR",-0.220356464
"HSC-44PE","Pazopanib","EPHA1_774_786","NR",-0.439026713
"OCUM-1","Pazopanib","MET_1227_1239","NR",-0.480988979
"MKN1","Pazopanib","NTRK1_489_501","NR",0.3047508
"HSC-58","Pazopanib","EPOR_419_431","NR",-0.24794054
"JR-st","Pazopanib","PGFRB_709_721","NR",-0.173618913
"HSC-59","Pazopanib","41_654_666","NR",-0.385805726
"HSC-39","Pazopanib","JAK2_563_577","R",-0.285963655
"HSC-40A","Pazopanib","PGFRB_1014_1028","R",-0.532504797
"58As1","Pazopanib","NTRK1_489_501","NR",-0.21244812
"MKN74","Pazopanib","EPHB1_771_783","NR",-0.373048902
"OCUM-1","Pazopanib","CBL_693_705","NR",-0.435950041
"HSC-45","Pazopanib","EGFR_1103_1115","NR",-0.303996325
"HSC-39","Pazopanib","TYRO3_679_691","R",-0.317276359
"HSC-43","Pazopanib","EFS_246_258","R",-0.68759203
"OCUM-1","Pazopanib","PTN11_539_551","NR",-0.503303945
"HSC-40A","Pazopanib","ANXA1_14_26","R",-0.486337304
"HSC-60","Pazopanib","CD3Z_146_158","NR",0.082572699
"HSC-44PE","Pazopanib","FGFR3_753_765","NR",-0.196122289
"NCI-N87","Pazopanib","EGFR_1103_1115","NR",-0.270743012
"MKN1","Pazopanib","MK12_178_190","NR",-0.183461428
"MKN1","Pazopanib","VGFR2_1168_1180","NR",-0.023083687
"IM95","Pazopanib","PTN11_539_551","NR",-0.24580884
"NUGC-4","Pazopanib","CD3Z_146_158","NR",-0.163848698
"NCI-N87","Pazopanib","CDK2_8_20","NR",-0.376754433
"HSC-43","Pazopanib","ERBB2_870_882","R",-0.542016983
